state,district,districthindi,season,seasonhindi,crop,crophindi,area,production
राजस्थान (Rajasthan),JALORE,जालौर,Kharif     ,खरीफ ,Other Kharif pulses,अन्य खरीफ दालें,54,5
राजस्थान (Rajasthan),अजमेर (AJMER),अरूण (अजमेर),Whole Year ,पूरे साल ,Sugarcane,गन्ना,34,1816
राजस्थान (Rajasthan),BHARATPUR,भरतपुर,Kharif     ,खरीफ ,Rice,चावल,3200,3300
राजस्थान (Rajasthan),JHALAWAR,झालावाडी,Whole Year ,पूरे साल ,Papaya,पपीता,5,35
राजस्थान (Rajasthan),KARAULI,करौली,Whole Year ,पूरे साल ,Coriander,धनिया,35,8
राजस्थान (Rajasthan),SIKAR,सीकर,Kharif     ,खरीफ ,Groundnut,मूंगफली,9598,10887
राजस्थान (Rajasthan),अजमेर (AJMER),अरूण (अजमेर),Rabi       ,रबी ,Barley,जौ,24700,28900
राजस्थान (Rajasthan),JHUNJHUNU,झुंझुनूं,Kharif     ,खरीफ ,Bajra,बाजरे,250712,57908
राजस्थान (Rajasthan),DAUSA,दौसा,Rabi       ,रबी ,Barley,जौ,5046,12599
राजस्थान (Rajasthan),DHOLPUR,धौलपुर,Kharif     ,खरीफ ,Cotton(lint),कपास (लिंट),2,0
राजस्थान (Rajasthan),HANUMANGARH,हनुमानगढ़ी,Whole Year ,पूरे साल ,Sugarcane,गन्ना,161,7691
राजस्थान (Rajasthan),JAIPUR,जयपुर,Whole Year ,पूरे साल ,Water Melon,तरबूज,3097,0
राजस्थान (Rajasthan),अलवारी (ALWAR),अलवारी (अलवर),Whole Year ,पूरे साल ,Pome Fruit,अनार फल,23,0
राजस्थान (Rajasthan),HANUMANGARH,हनुमानगढ़ी,Kharif     ,खरीफ ,Sesamum,तिल,2668,2097
राजस्थान (Rajasthan),KOTA,कोटा,Rabi       ,रबी ,Wheat,गेहूं,81551,296388
राजस्थान (Rajasthan),BUNDI,बूंदी,Whole Year ,पूरे साल ,Citrus Fruit,खट्टे फल,15,0
राजस्थान (Rajasthan),BHARATPUR,भरतपुर,Kharif     ,खरीफ ,Groundnut,मूंगफली,164,179
राजस्थान (Rajasthan),DUNGARPUR,डूंगरपुर,Whole Year ,पूरे साल ,Potato,आलू,7,39
राजस्थान (Rajasthan),अलवारी (ALWAR),अलवारी (अलवर),Rabi       ,रबी ,other oilseeds,अन्य तिलहन,553,188
राजस्थान (Rajasthan),GANGANAGAR,गंगानगर,Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,42,99
राजस्थान (Rajasthan),JHALAWAR,झालावाडी,Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,952,569
राजस्थान (Rajasthan),JAISALMER,जैसलमेर,Kharif     ,खरीफ ,Moong(Green Gram),मूंग (हरा चना),1708,504
राजस्थान (Rajasthan),HANUMANGARH,हनुमानगढ़ी,Rabi       ,रबी ,Gram,ग्राम,76635,43767
राजस्थान (Rajasthan),SIROHI,सिरोही,Rabi       ,रबी ,Wheat,गेहूं,22526,51029
राजस्थान (Rajasthan),BARAN,बरनी,Whole Year ,पूरे साल ,Banana,केला,1,
राजस्थान (Rajasthan),JODHPUR,जोधपुर,Kharif     ,खरीफ ,Small millets,छोटे बाजरा,30,0
राजस्थान (Rajasthan),BARAN,बरनी,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,16,62
राजस्थान (Rajasthan),HANUMANGARH,हनुमानगढ़ी,Kharif     ,खरीफ ,Moth,कीट,30441,8291
राजस्थान (Rajasthan),PALI,पाली,Kharif     ,खरीफ ,Castor seed,अरंडी बीज,3439,1445
राजस्थान (Rajasthan),JODHPUR,जोधपुर,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,5,3
राजस्थान (Rajasthan),JAIPUR,जयपुर,Kharif     ,खरीफ ,Urad,उड़द,3445,1248
राजस्थान (Rajasthan),DHOLPUR,धौलपुर,Kharif     ,खरीफ ,Groundnut,मूंगफली,270,418
राजस्थान (Rajasthan),SIKAR,सीकर,Kharif     ,खरीफ ,Moth,कीट,4107,314
राजस्थान (Rajasthan),अलवारी (ALWAR),अलवारी (अलवर),Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,4395,4347
राजस्थान (Rajasthan),HANUMANGARH,हनुमानगढ़ी,Kharif     ,खरीफ ,Rice,चावल,28345,86387
राजस्थान (Rajasthan),BARMER,बाड़मेर,Whole Year ,पूरे साल ,Coriander,धनिया,4,3
राजस्थान (Rajasthan),BHILWARA,भीलवाड़ा,Kharif     ,खरीफ ,Maize,मक्का,158000,205000
राजस्थान (Rajasthan),TONK,टोंकी,Rabi       ,रबी ,Linseed,अलसी का बीज,10,6
राजस्थान (Rajasthan),PALI,पाली,Whole Year ,पूरे साल ,Sugarcane,गन्ना,1,61
राजस्थान (Rajasthan),अजमेर (AJMER),अरूण (अजमेर),Kharif     ,खरीफ ,Moth,कीट,1476,816
राजस्थान (Rajasthan),PRATAPGARH,प्रतापगढ़,Rabi       ,रबी ,Wheat,गेहूं,44610,116629
राजस्थान (Rajasthan),BHARATPUR,भरतपुर,Whole Year ,पूरे साल ,Mango,आम,73,0
राजस्थान (Rajasthan),BARAN,बरनी,Rabi       ,रबी ,Masoor,मसूर,546,426
राजस्थान (Rajasthan),BANSWARA,बांसवाड़ा,Kharif     ,खरीफ ,Moth,कीट,20,3
राजस्थान (Rajasthan),JAIPUR,जयपुर,Rabi       ,रबी ,other oilseeds,अन्य तिलहन,13607,6948
राजस्थान (Rajasthan),SIKAR,सीकर,Kharif     ,खरीफ ,Jowar,ज्वार,6,3
राजस्थान (Rajasthan),CHITTORGARH,चित्तौड़गढ़,Kharif     ,खरीफ ,Urad,उड़द,15722,5094
राजस्थान (Rajasthan),RAJSAMAND,राजसमंद,Kharif     ,खरीफ ,Sesamum,तिल,1684,124
राजस्थान (Rajasthan),GANGANAGAR,गंगानगर,Kharif     ,खरीफ ,Moth,कीट,1577,616
राजस्थान (Rajasthan),KOTA,कोटा,Kharif     ,खरीफ ,Cotton(lint),कपास (लिंट),7,2
राजस्थान (Rajasthan),अजमेर (AJMER),अरूण (अजमेर),Whole Year ,पूरे साल ,Garlic,लहसुन,8,10
राजस्थान (Rajasthan),CHITTORGARH,चित्तौड़गढ़,Whole Year ,पूरे साल ,Onion,प्याज,762,3872
राजस्थान (Rajasthan),BIKANER,बीकानेर,Kharif     ,खरीफ ,Groundnut,मूंगफली,46251,74423
राजस्थान (Rajasthan),JHUNJHUNU,झुंझुनूं,Whole Year ,पूरे साल ,Onion,प्याज,1593,31860
राजस्थान (Rajasthan),RAJSAMAND,राजसमंद,Kharif     ,खरीफ ,Cotton(lint),कपास (लिंट),705,1229
राजस्थान (Rajasthan),JHALAWAR,झालावाडी,Kharif     ,खरीफ ,Jowar,ज्वार,10022,7022
राजस्थान (Rajasthan),KOTA,कोटा,Kharif     ,खरीफ ,Rice,चावल,4033,5957
राजस्थान (Rajasthan),BHILWARA,भीलवाड़ा,Kharif     ,खरीफ ,Soyabean,सोया बीन,1011,699
राजस्थान (Rajasthan),KOTA,कोटा,Whole Year ,पूरे साल ,Potato,आलू,244,2450
राजस्थान (Rajasthan),JHALAWAR,झालावाडी,Rabi       ,रबी ,Gram,ग्राम,8762,7074
राजस्थान (Rajasthan),HANUMANGARH,हनुमानगढ़ी,Whole Year ,पूरे साल ,Dry chillies,सूखी मिर्च,51,60
राजस्थान (Rajasthan),NAGAUR,नागौरी,Rabi       ,रबी ,Gram,ग्राम,26341,20797
राजस्थान (Rajasthan),UDAIPUR,उदयपुर,Rabi       ,रबी ,Wheat,गेहूं,79367,184713
राजस्थान (Rajasthan),BHILWARA,भीलवाड़ा,Kharif     ,खरीफ ,Onion,प्याज,200,600
राजस्थान (Rajasthan),अलवारी (ALWAR),अलवारी (अलवर),Whole Year ,पूरे साल ,Guar seed,ग्वार सीड,34662,39916
राजस्थान (Rajasthan),BARAN,बरनी,Kharif     ,खरीफ ,Other Kharif pulses,अन्य खरीफ दालें,2,1
राजस्थान (Rajasthan),KARAULI,करौली,Kharif     ,खरीफ ,Cotton(lint),कपास (लिंट),114,200
राजस्थान (Rajasthan),JAIPUR,जयपुर,Whole Year ,पूरे साल ,Garlic,लहसुन,41,54
राजस्थान (Rajasthan),BIKANER,बीकानेर,Whole Year ,पूरे साल ,Garlic,लहसुन,2,2
राजस्थान (Rajasthan),BHILWARA,भीलवाड़ा,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,24904,22858
राजस्थान (Rajasthan),NAGAUR,नागौरी,Whole Year ,पूरे साल ,Guar seed,ग्वार सीड,85348,14003
राजस्थान (Rajasthan),BARAN,बरनी,Whole Year ,पूरे साल ,Sannhamp,सन्नहम्पो,9,8
राजस्थान (Rajasthan),KARAULI,करौली,Kharif     ,खरीफ ,Rice,चावल,1832,2241
राजस्थान (Rajasthan),GANGANAGAR,गंगानगर,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,1,
राजस्थान (Rajasthan),SAWAI MADHOPUR,सवाई माधोपुरी,Rabi       ,रबी ,Peas & beans (Pulses),मटर और बीन्स (दालें),68,68
राजस्थान (Rajasthan),GANGANAGAR,गंगानगर,Kharif     ,खरीफ ,Castor seed,अरंडी बीज,965,674
राजस्थान (Rajasthan),BARMER,बाड़मेर,Whole Year ,पूरे साल ,Guar seed,ग्वार सीड,316994,22461
राजस्थान (Rajasthan),JALORE,जालौर,Kharif     ,खरीफ ,Maize,मक्का,113,210
राजस्थान (Rajasthan),TONK,टोंकी,Whole Year ,पूरे साल ,Grapes,अंगूर,1,0
राजस्थान (Rajasthan),SIROHI,सिरोही,Whole Year ,पूरे साल ,Sannhamp,सन्नहम्पो,6,2
राजस्थान (Rajasthan),BARAN,बरनी,Rabi       ,रबी ,Linseed,अलसी का बीज,2262,1801
राजस्थान (Rajasthan),SIKAR,सीकर,Kharif     ,खरीफ ,Moth,कीट,7435,2711
राजस्थान (Rajasthan),UDAIPUR,उदयपुर,Whole Year ,पूरे साल ,Turmeric,हल्दी,58,107
राजस्थान (Rajasthan),DHOLPUR,धौलपुर,Rabi       ,रबी ,Gram,ग्राम,3778,5486
सिक्किम (Sikkim),SOUTH DISTRICT,दक्षिण जिला,Kharif     ,खरीफ ,Rice,चावल,2400,3430
सिक्किम (Sikkim),SOUTH DISTRICT,दक्षिण जिला,Kharif     ,खरीफ ,Other Kharif pulses,अन्य खरीफ दालें,700,920
सिक्किम (Sikkim),WEST DISTRICT,पश्चिम जिला,Rabi       ,रबी ,Wheat,गेहूं,1020,820
सिक्किम (Sikkim),WEST DISTRICT,पश्चिम जिला,Kharif     ,खरीफ ,Maize,मक्का,13000,18190
सिक्किम (Sikkim),EAST DISTRICT,पूर्वी जिला,Kharif     ,खरीफ ,Rice,चावल,4940,8670
सिक्किम (Sikkim),WEST DISTRICT,पश्चिम जिला,Kharif     ,खरीफ ,Other Kharif pulses,अन्य खरीफ दालें,310,310
सिक्किम (Sikkim),EAST DISTRICT,पूर्वी जिला,Kharif     ,खरीफ ,Small millets,छोटे बाजरा,840,832
सिक्किम (Sikkim),EAST DISTRICT,पूर्वी जिला,Kharif     ,खरीफ ,Maize,मक्का,8550,25300
सिक्किम (Sikkim),SOUTH DISTRICT,दक्षिण जिला,Kharif     ,खरीफ ,Oilseeds total,तिलहन कुल,40,20
सिक्किम (Sikkim),EAST DISTRICT,पूर्वी जिला,Rabi       ,रबी ,Other Cereals & Millets,अन्य अनाज और बाजरा,1720,1610
तमिलनाडु (Tamil Nadu),DINDIGUL,डिंडीगुल,Whole Year ,पूरे साल ,Bitter Gourd,करेला,151,0
तमिलनाडु (Tamil Nadu),TIRUVANNAMALAI,तिरुवन्नामलाई,Whole Year ,पूरे साल ,Turmeric,हल्दी,259,1580
तमिलनाडु (Tamil Nadu),TIRUCHIRAPPALLI,तिरुचिरापल्ली,Kharif     ,खरीफ ,Horse-gram,चने की दाल,1983,841
तमिलनाडु (Tamil Nadu),TIRUCHIRAPPALLI,तिरुचिरापल्ली,Kharif     ,खरीफ ,Groundnut,मूंगफली,27074,39109
तमिलनाडु (Tamil Nadu),VILLUPURAM,विल्लुपुरम,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,178,2410
तमिलनाडु (Tamil Nadu),THE NILGIRIS,नीलगिरी,Whole Year ,पूरे साल ,Dry chillies,सूखी मिर्च,22,11
तमिलनाडु (Tamil Nadu),VIRUDHUNAGAR,विरुधुनागरी,Rabi       ,रबी ,Gram,ग्राम,110,54
तमिलनाडु (Tamil Nadu),TUTICORIN,तूतीकोरिन,Whole Year ,पूरे साल ,Sugarcane,गन्ना,562,60924
तमिलनाडु (Tamil Nadu),KANNIYAKUMARI,कन्याकुमारी,Whole Year ,पूरे साल ,Arecanut,सुपारी,761,
तमिलनाडु (Tamil Nadu),VIRUDHUNAGAR,विरुधुनागरी,Whole Year ,पूरे साल ,Sesamum,तिल,2521,391
तमिलनाडु (Tamil Nadu),THIRUVARUR,थिरुवरुर,Whole Year ,पूरे साल ,Sesamum,तिल,1420,367
तमिलनाडु (Tamil Nadu),TUTICORIN,तूतीकोरिन,Whole Year ,पूरे साल ,Sugarcane,गन्ना,219,26892
तमिलनाडु (Tamil Nadu),CUDDALORE,कुड्डालोर,Kharif     ,खरीफ ,Maize,मक्का,3950,7589
तमिलनाडु (Tamil Nadu),DINDIGUL,डिंडीगुल,Whole Year ,पूरे साल ,Tapioca,टैपिओका,640,24103
तमिलनाडु (Tamil Nadu),NAMAKKAL,नमक्कली,Whole Year ,पूरे साल ,Banana,केला,1523,53876
तमिलनाडु (Tamil Nadu),TIRUCHIRAPPALLI,तिरुचिरापल्ली,Whole Year ,पूरे साल ,Coriander,धनिया,683,159
